,track_name,artist_name
856,Sittin' At A Bar (Bartender Song),Rehab
857,G.L.O.W.,The Smashing Pumpkins
858,Re-Education (Through Labor),Rise Against
859,You Found Me,The Fray
860,I Don't Care,Apocalyptica featuring Adam Gontier
861,Riot,Three Days Grace
862,Paper Planes,M.I.A.
863,Bartender Song,Rehab
864,So Happy,Theory of a Deadman
865,The Fad,Chevelle
866,Help Me,Alkaline Trio
867,In This City,Iglu & Hartly
868,Family Reunion,Saliva
869,Troublemaker,Weezer
870,What About Now,Daughtry
871,Use Me,Hinder
872,Handlebars,Flobots
873,Kids,MGMT
874,They Say,Scars On Broadway
875,"Too Much, Too Young, Too Fast",Airbourne
876,Issues,The Saturdays
877,37 Stitches,Drowning Pool
878,Scream Aim Fire,Bullet For My Valentine
879,Human,The Killers
880,The Time of My Life,David Cook
881,Slow Burn,Atreyu
882,Spaceman,The Killers
883,Salute Your Solution,The Raconteurs
884,I'm Not Over,Carolina Liar
885,Gotta Be Somebody,Nickelback
886,Two Weeks,All That Remains
887,Hell Yeah,Rev Theory
888,Untouched,The Veronicas
889,Blind Man,Black Stone Cherry
890,Burnin' Up,Jonas Brothers
891,Shadowplay,The Killers
892,Broken Strings,James Morrison
893,Prodigal Son,Sevendust
894,Beautiful,10 Years
895,Gamma Ray,Beck
896,Black Rain,Ozzy Osbourne
897,Watch Over You,Alter Bridge
898,Hallelujah,Jeff Buckley
899,Enemy,Drowning Pool
900,New Divide,Linkin Park
901,Boom Boom Pow,The Black Eyed Peas
902,I Gotta Feeling,The Black Eyed Peas
903,Something In Your Mouth,Nickelback
904,Uprising,Muse
905,Check My Brain,Alice in Chains
906,Use Somebody,Kings Of Leon
907,Know Your Enemy,Green Day
908,Sound Of Madness,Shinedown
909,Break,Three Days Grace
910,Cyanide,Metallica
911,Kings and Queens,30 Seconds to Mars
912,(If You're Wondering If I Want You To) I Want You To,Weezer
913,Back Against the Wall,Cage the Elephant
914,Indestructible,Disturbed
915,I Will Not Bow,Breaking Benjamin
916,"Hey, Soul Sister", Train
917,Do What You Do,Mudvayne
918,Ain't No Rest For The Wicked,Cage The Elephant
919,If You Only Knew,Shinedown
920,Lifeline,Papa Roach
921,Brother,Pearl Jam
922,Whiskey Hangover,Godsmack
923,Jars,Chevelle
924,Resistance,Muse
925,Dead Memories,Slipknot
926,1901,Phoenix
927,Love Hurts,Incubus
928,21 Guns,Green Day
929,Hey You,311
930,Breakdown,Seether
931,Overcome,Creed
932,37 Stitches,Drowning Pool
933,Wheels,Foo Fighters
934,Decode,Paramore
935,You're Going Down,Sick Puppies
936,Invincible,Adelitas Way
937,Champagne,Cavo
938,Sweet Disposition,The Temper Trap
939,I Get Off,Halestorm
940,The Fixer,Pearl Jam
941,Scarlet Letters,Mudvayne
942,Meet Me Halfway,The Black Eyed Peas
943,Medicate,AFI
944,Panic Switch ,Silversun Pickups
945,Feel Good Drag,Anberlin
946,Dirt Room,Blue October
947,Waking Up in Vegas,Katy Perry
948,Notion,Kings of Leon
949,"Kristy, Are You Doing OK?",The Offspring
950,The Night,Disturbed
951,100 In A 55,Pop Evil
952,I've Got Friends,Manchester Orchestra
953,Hard To See,Five Finger Death Punch
954,Kids,MGMT
955,Falling Down,Oasis
956,Two Weeks,All That Remains
957,Scream,Avenged Sevenfold
958,All Nightmare Long,Metallica
959,Seasons,The Veer Union
960,Undead,Hollywood Undead
961,Big Jack,AC/DC
962,Sink Into Me,Taking Back Sunday
963,Rescue Me,Buckcherry
964,Crawl Back In,Dead By Sunrise
965,A Looking In View,Alice In Chains
966,Thinking of You,Katy Perry
967,Savior,Rise Against
968,Far From Over,Rev Theory
969,Drowning (Face Down),Saving Abel
970,"Broken, Beat & Scarred",Metallica
971,Get on Your Boots,U2
972,Stranger Than Fiction,Five Finger Death Punch
973,By The Way,Theory Of A Deadman
974,It's Alright,311
975,Help I'm Alive,Metric
976,Fly on the Wall,Miley Cyrus
977,Talk To Me,Buckcherry
978,Never Say Never,The Fray
979,You Better Pray,The Red Jumpsuit Apparatus
980,Sometime Around Midnight,The Airborne Toxic Event
981,Contagious,Trapt
982,18 Days,Saving Abel
983,Sulfer,Slipknot
984,Zero,Yeah Yeah Yeahs
985,If U Seek Amy,Britney Spears
986,She's A Genius,Jet
987,Better,Guns N' Roses
988,Citizen/Soldier,3 Doors Down
989,Alive,The Black Eyed Peas
990,Audience of One,Rise Against
991,Work,The Saturdays
992,Storm To Pass,Atreyu
993,Permanent,David Cook
994,All I Want,Staind
995,Revelry,Kings of Leon
996,I Almost Told You That I Loved You,Papa Roach
997,Not Meant to Be,Theory of a Deadman
998,Desolation Row,My Chemical Romance
999,Ignorance,Paramore
1000,The Sex Is Good,Saving Abel
1001,Another Way to Die,Disturbed
1002,Resistance,Muse
1003,Waiting for the End,Linkin Park
1004,Lay Me Down,The Dirty Heads
1005,Kings And Queens,Thirty Seconds To Mars
1006,Tighten Up,The Black Keys
1007,Porn Star Dancing,My Darkest Days
1008,1901,Phoenix
1009,The Catalyst,Linkin Park
1010,Say You'll Haunt Me,Stone Sour
1011,Back Against The Wall,Cage The Elephant
1012,Radioactive,Kings of Leon
1013,Cryin' Like A Bitch!,Godsmack
1014,Your Decision,Alice in Chains
1015,If You Only Knew,Shinedown
1016,Snuff,Slipknot
1017,Animal,Neon Trees
1018,Bad Company,Five Finger Death Punch
1019,Love-Hate-Sex-Pain,Godsmack
1020,Mountain Man,Crash Kings
1021,Kick In The Teeth,Papa Roach
1022,The Animal,Disturbed
1023,In One Ear, Cage the Elephant
1024,World So Cold,Three Days Grace
1025,My Best Theory,Jimmy Eat World
1026,The Good Life,Three Days Grace
1027,Scream With Me,Mudvayne
1028,Nightmare,Avenged Sevenfold
1029,Rock That Body,The Black Eyed Peas
1030,This Is War,30 Seconds to Mars
1031,Letter From A Thief,Chevelle
1032,Heaven nor Hell,Volbeat
1033,Lisztomania,Phoenix
1034,Fallen,Volbeat
1035,Monster,Skillet
1036,Let Me Hear You Scream,Ozzy Osbourne
1037,Undisclosed Desires,Muse
1038,Between the Lines,Stone Temple Pilots
1039,Feel Like I Do,Drowning Pool
1040,Sick Of You,Cake
1041,Lesson Learned,Alice In Chains
1042,This Afternoon,Nickelback
1043,Little Lion Man,Mumford & Sons
1044,End Of Me,Apocalyptica Feat. Gavin Rossdale
1045,The Crow & the Butterfly,Shinedown
1046,Impossible,Anberlin
1047,Set the Fire to the Third Bar,Snow Patrol & Martha Wainwright
1048,Your Betrayal,Bullet For My Valentine
1049,Again,Flyleaf
1050,All or Nothing, Theory of a Deadman
1051,The Royal We,Silversun Pickups
1052,Broken Strings,James Morrison
1053,Hell Of A Time,HellYeah
1054,Maybe,Sick Puppies
1055,She's So Lovely,Scouting for Girls
1056,Crash,Cavo
1057,This Is the Life,Amy Macdonald
1058,Odd One,Sick Puppies
1059,I Kissed a Girl,Katy Perry
1060,Shoot It Out,10 Years
1061,Just Breathe,Pearl Jam
1062,Don't Look Back into the Sun,The Libertines
1063,Give Me A Sign (Forever And Ever),Breaking Benjamin
1064,A-Punk,Vampire Weekend
1065,Crossfire,Brandon Flowers
1066,Heartbeat,Scouting for Girls
1067,Spaceship,Puddle Of Mudd
1068,Stoned,Puddle Of Mudd
1069,Can't Stand Me Now,The Libertines
1070,Walk Away,Five Finger Death Punch
1071,Waking Up in Vegas,Katy Perry
1072,The Sound (John M. Perkins' Blues),Switchfoot
1073,Closer,Kings of Leon
1074,Letters From The Sky,Civil Twilight
1075,Unraveling,Sevendust
1076,Turn So Cold,Drowning Pool
1077,It's Not You,Halestorm
1078,Sweet Disposition,The Temper Trap
1079,Brick By Boring Brick,Paramore
1080,Lights Out,Breaking Benjamin
1081,The High Road,Broken Bells
1082,Diamond Eyes,Deftones
1083,Living In A Dream,Finger Eleven
1084,New Fang,Them Crooked Vultures
1085,Oildale (Leave Me Alone),Korn
1086,Black Rain,Soundgarden
1087,Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance
1088,Shakin' Hands,Nickelback
1089,Life Won't Wait,Ozzy Osbourne
1090,Mess Of Me,Switchfoot
1091,Born Free,Kid Rock
1092,Neutron Star Collision (Love Is Forever),Muse
1093,Hero,Skillet
1094, You And Your Heart,Jack Johnson
1095,Little Smirk,Theory Of A Deadman
1096,Gold Guns Girls,Metric
1097,Sound Off,Trapt
1098,I Was A Teenage Anarchist,Against Me!
1099,Ready To Start,Arcade Fire
1100,Rope,Foo Fighters
1101,Face To The Floor,Chevelle
1102,Lonely Boy,The Black Keys
1103,Country Song,Seether
1104,Walk,Foo Fighters
1105,Not Again,Staind
1106,Isolation,Alter Bridge
1107,Shake Me Down,Cage The Elephant
1108,The Sound Of Winter,Bush
1109,Pumped Up Kicks,Foster The People
1110,Waiting For The End,Linkin Park
1111,The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers
1112,Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown
1113,So Far Away,Avenged Sevenfold
1114,Lowlife,Theory Of A Deadman
1115,Lies Of The Beautiful People,Sixx: A.M.
1116,Tonight,Seether
1117,Paradise,Coldplay
1118,The Sex Is Good,Saving Abel
1119,You Are A Tourist,Death Cab For Cutie
1120,Help Is On The Way,Rise Against
1121,Buried Alive,Avenged Sevenfold
1122,Bottoms Up,Nickelback
1123,The Animal ,Disturbed
1124,Welcome To The Family,Avenged Sevenfold
1125,Awake And Alive,Skillet
1126,Sick,Adelitas Way
1127,Up All Night,Blink-182
1128,Cough Syrup,Young The Giant
1129,Adolescents,Incubus
1130,Howlin' For You,The Black Keys
1131,Riptide,Sick Puppies
1132,Burn,Papa Roach
1133,The Cave,Mumford & Sons
1134,Far From Home,Five Finger Death Punch
1135,Ghost Of Days Gone By,Alter Bridge
1136,Sing,My Chemical Romance
1137,Warrior,Disturbed
1138,Panic,Sublime with Rome
1139,Every Teardrop Is A Waterfall,Coldplay
1140,Sail,AWOLNATION
1141,Dark Horses,Switchfoot
1142,My Body,Young The Giant
1143,Blow Me Away,Breaking Benjamin featuring Valora
1144,Changing,The Airborne Toxic Event
1145,Die Trying,Art Of Dying
1146,Monster You Made,Pop Evil
1147,New Low,Middle Class Rut
1148,Make It Stop (September's Children),Rise Against
1149,All American Nightmare,Hinder
1150,Hesitate,Stone Sour
1151,Under And Over It,Five Finger Death Punch
1152,Last Man Standing,Pop Evil
1153,Whirring,The Joy Formidable
1154,Closer To The Edge,Thirty Seconds To Mars
1155,Lost In You,Three Days Grace
1156,Sunset In July,311
1157,Make Some Noise,Beastie Boys
1158,Dog Days Are Over,Florence + The Machine
1159,What You Want,Evanescence
1160,This Is Gonna Hurt,Sixx: A.M.
1161,Young Blood,The Naked And Famous
1162,Helena Beat,Foster The People
1163,Hear Me Now,Hollywood Undead
1164,Irresistible Force,Jane's Addiction
1165,When You're Young,3 Doors Down
1166,Hold On,All That Remains
1167,Roll Away Your Stone,Mumford & Sons
1168,Machine Gun Blues,Social Distortion
1169,Get Up!,Korn featuring Skrillex
1170,Fix Me,10 Years
1171,Fallen,Volbeat
1172,White Trash Millionaire,Black Stone Cherry
1173,It's Not Me It's You,Skillet
1174,All I Want,A Day To Remember
1175,Under Cover Of Darkness,The Strokes
1176,No Matter What,Papa Roach
1177,The Last Time ,All That Remains
1178,"Promises, Promises",Incubus
1179,1983,Neon Trees
1180,Bitch Came Back,Theory Of A Deadman
1181,Miss America,Saving Abel
1182,Long Time,Cake
1183,Hell,Disturbed
1184,Colours,Grouplove
1185,Around My Head,Cage The Elephant
1186,Every Time You Go,3 Doors Down
1187,People Say,Portugal. The Man
1188,Digital (Did You Tell),Stone Sour
1189,Pyro,Kings Of Leon
1190,Killing Me Inside,Crossfade
1191,You've Seen The Butcher,Deftones
1192,Justice,Rev Theory
1193,Old Man,Redlight King
1194,Dead,Buckcherry
1195,Bulletproof Heart,My Chemical Romance
1196,Iridescent,Linkin Park
1197,This Is Why We Fight,The Decemberists
1198,What Ya Gonna Do,Hinder
1199,Junk Of The Heart (Happy),The Kooks
1200,Somebody That I Used To Know,Gotye featuring Kimbra
1201,Madness,Muse
1202,Chalk Outline,Three Days Grace
1203,Bully,Shinedown
1204,Been Away Too Long,Soundgarden
1205,Live To Rise,Soundgarden
1206,Gold On The Ceiling, The Black Keys
1207,Too Close,Alex Clare
1208,Unity,Shinedown
1209,Some Nights,fun.
1210,Ho Hey,The Lumineers
1211,Little Talks,Of Monsters And Men
1212,Coming Down,Five Finger Death Punch
1213,We Are Young,fun. Feat Janelle Monaé
1214,Still Counting,Volbeat
1215,You're A Lie,Slash featuring Myles Kennedy & The Conspirators
1216,Tongue Tied,Grouplove
1217,I Will Wait,Mumford & Sons
1218,Criticize,Adelitas Way
1219,BURN IT DOWN,Linkin Park
1220,I Miss The Misery,Halestorm
1221,Remember Everything,Five Finger Death Punch
1222,Enemies,Shinedown
1223,These Days,Foo Fighters
1224,Absolute Zero,Stone Sour
1225,No Resolution,Seether
1226,Hats Off To The Bull,Chevelle
1227,A Warrior's Call,Volbeat
1228,Love Bites (So Do I),Halestorm
1229,Days Go By,The Offspring
1230,The Collapse,Adelitas Way
1231,Still Swingin',Papa Roach
1232,Oh Love,Green Day
1233,Bullet In My Hand,Redlight King
1234,Lost In Forever (Scream),P.O.D.
1235,Not Your Fault,AWOLNATION
1236,It's Time,Imagine Dragons
1237,Standing In The Sun,Slash featuring Myles Kennedy & The Conspirators
1238,Monarchy Of Roses,Red Hot Chili Peppers
1239,Take A Walk,Passion Pit
1240,Midnight City,M83
1241,Don't Stop (Color On The Walls),Foster The People
1242,Eyes Wide Open,Staind
1243,Hurricane,Theory Of A Deadman
1244,Here And Now,Seether
1245,I Like It,Foxy Shazam
1246,We Come Running,Youngblood Hawke
1247,Narcissistic Cannibal,Korn featuring Skrillex & Kill The Noise
1248,This Means War,Nickelback
1249,Kill Your Heroes,AWOLNATION
1250,Everybody Talks,Neon Trees
1251,The Waiting One,All That Remains
1252,Aberdeen,Cage The Elephant
1253,Satellite,Rise Against
1254,Lost In The Echo,Linkin Park
1255,After Midnight,Blink-182
1256,Bloody Mary (Nerve Endings),Silversun Pickups
1257,Runaways,The Killers
1258,Look Around,Red Hot Chili Peppers
1259,Rocky Mountain Way,Godsmack
1260,Blood,In This Moment
1261,Boss' Daughter,Pop Evil
1262,Anna Sun,Walk The Moon
1263,In My Blood,Black Stone Cherry
1264,Itchin' On A Photograph,Grouplove
1265,Wait For Me,Rise Against
1266,Simple Song,The Shins
1267,Now,Staind
1268,Shake It Out,Florence + The Machine
1269,45,The Gaslight Anthem
1270,Let Yourself Go,Green Day
1271,Sixteen Saltines,Jack White
1272,Spread Too Thin,The Dirty Heads
1273,Bringing Down The Giant,Saving Abel
1274,Love Interruption,Jack White
1275,Tattoo,Van Halen
1276,Bridge Burning,Foo Fighters
1277,Curl Of The Burl,Mastodon
1278,Youth Without Youth,Metric
1279,Charlie Brown,Coldplay
1280,Satisfied,Aranda
1281,Jump Into The Fog,The Wombats
1282,Let's Ride,Kid Rock
1283,Baby Come Home,Bush
1284,Headlights,Morning Parade
1285,"No Light, No Light",Florence + The Machine
1286,Legendary Child,Aerosmith
1287,Figure It Out,Serj Tankian
1288,Blood For Poppies,Garbage
1289,Get Thru This,Art Of Dying
1290,Punching In A Dream,The Naked And Famous
1291,Purple,Pop Evil
1292,Backlash,10 Years
1293,Comeback,Redlight King
1294,Race You To The Bottom,New Medicine
1295,Sleep Alone,Two Door Cinema Club
1296,Afterlife,Switchfoot
1297,Settle Down,No Doubt
1298,Soldiers,Otherwise
1299,America,Deuce
1300,Radioactive,Imagine Dragons
1301,Sweater Weather,The Neighbourhood
1302,Hail To The King,Avenged Sevenfold
1303,Come A Little Closer,Cage The Elephant
1304,Royals,Lorde
1305,Battle Born,Five Finger Death Punch
1306,Hollow,Alice In Chains
1307,Pompeii,Bastille
1308,Trenches,Pop Evil
1309,The Hangman's Body Count,Volbeat
1310,Stone,Alice In Chains
1311,Out Of My League,Fitz & The Tantrums
1312,Stand Up (Stand Up),All That Remains
1313,Freak Like Me,Halestorm
1314,Never Never,Korn
1315,Vilify,Device
1316,By Crooked Steps,Soundgarden
1317,Safe And Sound,Capital Cities
1318,Bones,Young Guns
1319,Misery Loves My Company,Three Days Grace
1320,Heaven Nor Hell,Volbeat
1321,The High Road,Three Days Grace
1322,Deal With The Devil,Pop Evil
1323,Lola Montez, Volbeat
1324,Out Of Time,Stone Temple Pilots with Chester Bennington
1325,Demons,Imagine Dragons
1326,Mountain Sound,Of Monsters And Men
1327,Mind Your Manners,Pearl Jam
1328,Little Black Submarines,The Black Keys
1329,Stubborn Love,The Lumineers
1330,Ways To Go,Grouplove
1331,I'll Follow You,Shinedown
1332,Lift Me Up,Five Finger Death Punch featuring Rob Halford of Judas Priest
1333,Panic Station,Muse
1334,Where Did The Angels Go,Papa Roach
1335,Carry On,Avenged Sevenfold
1336,From Can To Can't,Dave Grohl
1337,There's No Going Back,Sick Puppies
1338,Tempest,Deftones
1339,The Pit,Silversun Pickups
1340,Voices,Alice In Chains
1341,Up In The Air,Thirty Seconds To Mars
1342,Trojans,Atlas Genius
1343,Harlem,New Politics
1344,Leader Of The Broken Hearts,Papa Roach
1345,Do Me A Favor,Stone Sour
1346,Sirens,Pearl Jam
1347,Lover Of The Light,Mumford & Sons
1348,Beautiful,P.O.D.
1349,Get Lucky,Daft Punk featuring Pharrell Williams
1350,Howl,Beware Of Darkness
1351,Swerve City,Deftones
1352,Anastasia,Slash featuring Myles Kennedy & The Conspirators
1353,Came Back Haunted,Nine Inch Nails
1354,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
1355,Miss Jackson,Panic! At The Disco feat. Lolo
1356,Same Old Trip,Chevelle
1357,Carry On,fun.
1358,A Light That Never Closes,Linkin Park x Steve Aoki
1359,God Is Dead?,Black Sabbath
1360,Hurricane,MS MR
1361,If So,Atlas Genius
1362,Elephant,Tame Impala
1363,By And Down,A Perfect Circle
1364,City Of Angels,Thirty Seconds To Mars
1365,One Light,3 Doors Down
1366,We're An American Band,Rob Zombie
1367,Alive,Adelitas Way
1368,Good Man,Devour The Day
1369,Born To Rise,Redlight King
1370,Breezeblocks,alt-J 
1371,Sick Of It,Skillet
1372,Supersoaker,Kings Of Leon
1373,Holding On To You,twenty one pilots
1374,Decay,Sevendust
1375,Trying To Be Cool,Phoenix
1376,"Fire, Fire",Heavens Basement
1377,Breathing Underwater,Metric
1378,Diane Young,Vampire Weekend
1379,Entertainment,Phoenix
1380,Higher,P.O.D.
1381,Wake Me Up!,Avicii
1382,The Pride,Five Finger Death Punch
1383,Seether,Seether
1384, San Francisco,The Mowgli's
1385,Black Heart,Stone Temple Pilots with Chester Bennington
1386,Hero,Family Of The Year
1387,Halfway There,Soundgarden
1388,Now,Paramore
1389,Asking Too Much,All That Remains
1390,Thrift Shop,Macklemore & Ryan Lewis featuring Wanz
1391,One More Lie,Aranda
1392,Tightrope,Walk The Moon
1393,Purple Yellow Red And Blue,Portugal. The Man
1394, Dead City Radio And The New Gods Of Supertown,Rob Zombie
1395,I Don't Apologize (1000 Pictures),Otherwise
1396,What Do You Say,Filter
1397,Castle Of Glass,Linkin Park
1398,Who We Are,Switchfoot
1399,Recovery,Frank Turner
1400,Something From Nothing,Foo Fighters
1401,Fever,The Black Keys
1402,Do I Wanna Know?,Arctic Monkeys
1403,Stolen Dance,Milky Chance
1404,Shepherd Of Fire,Avenged Sevenfold
1405,Riptide,Vance Joy
1406,Come With Me Now, KONGOS
1407,Heaven Knows,The Pretty Reckless
1408,Words As Weapons,Seether
1409,Painkiller,Three Days Grace
1410,Messed Up World (F'd Up World),The Pretty Reckless
1411,Take Out The Gunman,Chevelle
1412,1000HP,Godsmack
1413,Guilty All The Same,Linkin Park featuring Rakim
1414,Torn To Pieces,Pop Evil
1415,Edge Of A Revolution,Nickelback
1416,Tired,Stone Sour
1417,The Walker,Fitz & The Tantrums
1418,I Wanna Get Better,Bleachers
1419,World On Fire,Slash featuring Myles Kennedy & The Conspirators
1420,Until it's Gone,Linkin Park
1421,Wrong Side Of Heaven,Five Finger Death Punch
1422,Team,Lorde
1423,Take Me To Church,Hozier
1424,Bad Blood,Bastille
1425,This Is The Time (Ballast),Nothing More
1426,What If I Was Nothing,All That Remains
1427,Out Of The Black,Royal Blood
1428,It's About Time,Young The Giant
1429,Left Hand Free,alt-J
1430,The Devil In I,Slipknot
1431,Figure It Out,Royal Blood
1432,Dead But Rising,Volbeat
1433, My Sweet Summer,The Dirty Heads
1434,Fall In Love,Phantogram
1435,Afraid,The Neighbourhood
1436,Addicted To Pain,Alter Bridge
1437,Adrenaline,Shinedown
1438,Room To Breathe,You Me At Six
1439,This Means War,Avenged Sevenfold
1440,Centuries,Fall Out Boy
1441,Drown,Theory Of A Deadman
1442,Coming Of Age,Foster The People
1443,My Demons,Starset
1444,Why'd You Only Call Me When You're High?,Arctic Monkeys
1445,Flaws,Bastille
1446,Weak,Seether
1447,A Sky Full Of Stars,Coldplay
1448,Hater,Korn
1449,Spike In My Veins,Korn
1450,I Don't Want To Be Here Anymore,Rise Against
1451,Back To The Shack,Weezer
1452,Play Ball,AC/DC
1453,Something Different,Godsmack
1454,Lightning Bolt,Pearl Jam
1455,Unbelievers,Vampire Weekend
1456,Beautiful,Pop Evil
1457,Dog On A Leash,Adelitas Way
